title,speaker,speaker_role,content,source,text
As a Little Child,By President Jeffrey R. Holland,Acting President of the Quorum of the Twelve Apostles," the kingdom of God flourishing on earth in all of its strength and beauty.
In that same spirit of testimony, I bear witness that in his youth, Joseph Smith saw what he said he saw and conversed with those with whom he said he spoke. I testify that a humble and pure Russell M. Nelson is God’s ordained and gifted prophet and seer. Coming from a lifetime of reading, I bear witness that the Book of Mormon is the most rewarding book I have ever read and the keystone of my little dwelling in a kingdom of many mansions. I bear witness that priesthood and prayer are restoring my life—Christ’s priesthood and your prayers. I know all this to be true and bear witness of it in the name of the most loyal and humble of all God’s sons—Alpha and Omega, the Great I Am, the crucified, the faithful witness—even the Lord Jesus Christ, amen.",https://www.churchofjesuschrist.org/study/general-conference/2025/04/13holland?lang=eng," the kingdom of God flourishing on earth in all of its strength and beauty.
In that same spirit of testimony, I bear witness that in his youth, Joseph Smith saw what he said he saw and conversed with those with whom he said he spoke. I testify that a humble and pure Russell M. Nelson is God’s ordained and gifted prophet and seer. Coming from a lifetime of reading, I bear witness that the Book of Mormon is the most rewarding book I have ever read and the keystone of my little dwelling in a kingdom of many mansions. I bear witness that priesthood and prayer are restoring my life—Christ’s priesthood and your prayers. I know all this to be true and bear witness of it in the name of the most loyal and humble of all God’s sons—Alpha and Omega, the Great I Am, the crucified, the faithful witness—even the Lord Jesus Christ, amen."
“Draw Near unto Me”,By President Henry B. Eyring,Second Counselor in the First Presidency,"My dear brothers and sisters, it is a joy for me to be with you in this general conference of The Church of Jesus Christ of Latter-day Saints. This is His Church. We are gathered in buildings and homes all over the world in His name.
We take His name upon us when we enter His kingdom by covenant. He is the resurrected and glorified Son of God. We are mortals, subject to sin and death. Yet, in His love for each of us, the Savior invites us to come closer to Him.
Here is His invitation to us: “Draw near unto me and I will draw near unto you; seek me diligently and ye shall find me; ask, and ye shall receive; knock, and it shall be opened unto you.”
There are times we feel close to the Savior Jesus Christ. And yet, sometimes during our mortal trials, we feel some distance from Him and wish for an assurance that He knows what is in our hearts and loves us as individuals.
The Savior’s invitation includes the way to feel that assurance. Draw near Him by always remembering Him. Seek Him diligently through scripture study. Ask through heartfelt prayer to Heavenly Father to feel closer to His Beloved Son.
There is a simple way to think about it. It is what you would do if you were separated for a time from dear friends. You would find a way to communicate with them, you would cherish any message you received from them, and you would do all you could to help them",https://www.churchofjesuschrist.org/study/general-conference/2025/04/18eyring?lang=eng,"My dear brothers and sisters, it is a joy for me to be with you in this general conference of The Church of Jesus Christ of Latter-day Saints. This is His Church. We are gathered in buildings and homes all over the world in His name.
We take His name upon us when we enter His kingdom by covenant. He is the resurrected and glorified Son of God. We are mortals, subject to sin and death. Yet, in His love for each of us, the Savior invites us to come closer to Him.
Here is His invitation to us: “Draw near unto me and I will draw near unto you; seek me diligently and ye shall find me; ask, and ye shall receive; knock, and it shall be opened unto you.”
There are times we feel close to the Savior Jesus Christ. And yet, sometimes during our mortal trials, we feel some distance from Him and wish for an assurance that He knows what is in our hearts and loves us as individuals.
The Savior’s invitation includes the way to feel that assurance. Draw near Him by always remembering Him. Seek Him diligently through scripture study. Ask through heartfelt prayer to Heavenly Father to feel closer to His Beloved Son.
There is a simple way to think about it. It is what you would do if you were separated for a time from dear friends. You would find a way to communicate with them, you would cherish any message you received from them, and you would do all you could to help them"
“Draw Near unto Me”,By President Henry B. Eyring,Second Counselor in the First Presidency,".
The more that happened, the longer it lasted, the deeper the bond of affection would be strengthened, and you would feel yourself drawing ever nearer. If much time passed without the cherished communication and the opportunity to help one another, the bond would weaken.
Jesus Christ loves each of us. He offers that opportunity to draw closer to Him. As with a loving friend, you will do it in much the same way, by communicating through prayer to Heavenly Father in the name of Jesus Christ, listening for cherished guidance from the Holy Ghost, and then serving others for the Savior cheerfully. Soon you would feel that blessing of drawing nearer to Him.
In my youth, I experienced the joy of coming closer to the Savior—and of His coming closer to me—through simple acts of obedience to the commandments. When I was young, the sacrament was offered during an evening meeting. I can still remember one specific night, more than 75 years ago, when it was dark and cold outside. I remember a feeling of light and warmth as I realized that I had kept the commandment to gather with the Saints to partake of the sacrament, covenanting with our Heavenly Father to always remember His Son and keep His commandments.
At the end of the meeting that night, we sang the hymn “Abide with Me; ’Tis Eventide,” with the memorable words “O Savior, stay this night with me.”
These words brought an overwhelming sense of the Spirit to me, even",https://www.churchofjesuschrist.org/study/general-conference/2025/04/18eyring?lang=eng,".
The more that happened, the longer it lasted, the deeper the bond of affection would be strengthened, and you would feel yourself drawing ever nearer. If much time passed without the cherished communication and the opportunity to help one another, the bond would weaken.
Jesus Christ loves each of us. He offers that opportunity to draw closer to Him. As with a loving friend, you will do it in much the same way, by communicating through prayer to Heavenly Father in the name of Jesus Christ, listening for cherished guidance from the Holy Ghost, and then serving others for the Savior cheerfully. Soon you would feel that blessing of drawing nearer to Him.
In my youth, I experienced the joy of coming closer to the Savior—and of His coming closer to me—through simple acts of obedience to the commandments. When I was young, the sacrament was offered during an evening meeting. I can still remember one specific night, more than 75 years ago, when it was dark and cold outside. I remember a feeling of light and warmth as I realized that I had kept the commandment to gather with the Saints to partake of the sacrament, covenanting with our Heavenly Father to always remember His Son and keep His commandments.
At the end of the meeting that night, we sang the hymn “Abide with Me; ’Tis Eventide,” with the memorable words “O Savior, stay this night with me.”
These words brought an overwhelming sense of the Spirit to me, even"
“Draw Near unto Me”,By President Henry B. Eyring,Second Counselor in the First Presidency," as a young boy. I felt the Savior’s love and closeness that evening through the comfort of the Holy Ghost.
Years later I wanted to rekindle the same feeling of the Savior’s love and the closeness I had felt to the Lord during that sacrament meeting in my youth. So I kept another simple commandment: I searched the scriptures.
In the book of Luke, I read of the third day after His Crucifixion and burial, when faithful servants had come, out of love for the Savior, to anoint His body. When they arrived, they found the stone rolled away from the tomb and saw that His body was not there.
Two angels stood by and asked why they were afraid:
“Why seek ye the living among the dead?
“He is not here, but is risen: remember how he spake unto you when he was yet in Galilee,
“Saying, The Son of man must be delivered into the hands of sinful men, and be crucified, and the third day rise again.”
That evening at dusk, two disciples walked from Jerusalem on the road to Emmaus, and the resurrected Lord appeared to them and walked with them.
The book of Luke allows us to walk with them that evening:
“And it came to pass, that, while they communed together and reasoned, Jesus himself drew near, and went with them.
“But their eyes were holden that they should not know him.
“And he said unto them, What manner of communications",https://www.churchofjesuschrist.org/study/general-conference/2025/04/18eyring?lang=eng," as a young boy. I felt the Savior’s love and closeness that evening through the comfort of the Holy Ghost.
Years later I wanted to rekindle the same feeling of the Savior’s love and the closeness I had felt to the Lord during that sacrament meeting in my youth. So I kept another simple commandment: I searched the scriptures.
In the book of Luke, I read of the third day after His Crucifixion and burial, when faithful servants had come, out of love for the Savior, to anoint His body. When they arrived, they found the stone rolled away from the tomb and saw that His body was not there.
Two angels stood by and asked why they were afraid:
“Why seek ye the living among the dead?
“He is not here, but is risen: remember how he spake unto you when he was yet in Galilee,
“Saying, The Son of man must be delivered into the hands of sinful men, and be crucified, and the third day rise again.”
That evening at dusk, two disciples walked from Jerusalem on the road to Emmaus, and the resurrected Lord appeared to them and walked with them.
The book of Luke allows us to walk with them that evening:
“And it came to pass, that, while they communed together and reasoned, Jesus himself drew near, and went with them.
“But their eyes were holden that they should not know him.
“And he said unto them, What manner of communications"
“Draw Near unto Me”,By President Henry B. Eyring,Second Counselor in the First Presidency," are these that ye have one to another, as ye walk, and are sad?
“And the one of them, whose name was Cleopas, answering said unto him, Art thou only a stranger in Jerusalem, and hast not known the things which are come to pass there in these days?”
They told Him of their sadness that Jesus had died when they had trusted He would be the Redeemer of Israel.
There must have been affection in the risen Lord’s voice as He spoke to these two sorrowful and mourning disciples.
As I continued to read, there came these words that warmed my heart, just as I had felt when I was a little boy:
“And they drew nigh unto the village, whither they went: and he made as though he would have gone further.
“But they constrained him, saying, Abide with us: for it is toward evening, and the day is far spent. And he went in to tarry with them.”
The Savior accepted that night the invitation to enter the house of His disciples. He sat at meat with them. He took bread, blessed it, broke it, and gave it to them. Their eyes were opened, and they knew Him. Then He vanished out of their sight.
Luke recorded for us the feelings of those blessed disciples: “And they said one to another, Did not our heart burn within us, while he talked with us by the way, and while he opened to us the scriptures?”
The two disciples then rushed",https://www.churchofjesuschrist.org/study/general-conference/2025/04/18eyring?lang=eng," are these that ye have one to another, as ye walk, and are sad?
“And the one of them, whose name was Cleopas, answering said unto him, Art thou only a stranger in Jerusalem, and hast not known the things which are come to pass there in these days?”
They told Him of their sadness that Jesus had died when they had trusted He would be the Redeemer of Israel.
There must have been affection in the risen Lord’s voice as He spoke to these two sorrowful and mourning disciples.
As I continued to read, there came these words that warmed my heart, just as I had felt when I was a little boy:
“And they drew nigh unto the village, whither they went: and he made as though he would have gone further.
“But they constrained him, saying, Abide with us: for it is toward evening, and the day is far spent. And he went in to tarry with them.”
The Savior accepted that night the invitation to enter the house of His disciples. He sat at meat with them. He took bread, blessed it, broke it, and gave it to them. Their eyes were opened, and they knew Him. Then He vanished out of their sight.
Luke recorded for us the feelings of those blessed disciples: “And they said one to another, Did not our heart burn within us, while he talked with us by the way, and while he opened to us the scriptures?”
The two disciples then rushed"
“Draw Near unto Me”,By President Henry B. Eyring,Second Counselor in the First Presidency," back to Jerusalem to tell the eleven Apostles what had happened. As they were sharing their experience, the Savior appeared again.
He stood in the midst of them and “saith unto them, Peace be unto you.”He then reviewed the prophecies of His mission to atone for the sins of all His Father’s children and to break the bands of death.
“And said unto them, Thus it is written, and thus it behoved Christ to suffer, and to rise from the dead the third day:
“And that repentance and remission of sins should be preached in his name among all nations, beginning at Jerusalem.
“And ye are witnesses of these things.”
Just as His beloved disciples, every child of Heavenly Father who has chosen to enter through the gate of baptism is under covenant to be a witness of the Savior and to care for those in need throughout our mortal lives. This commitment was made plain for us by the great Book of Mormon prophet Alma centuries ago at the Waters of Mormon:
“As ye are desirous to come into the fold of God, and to be called his people, and are willing to bear one another’s burdens, that they may be light;
“Yea, and are willing to mourn with those that mourn; yea, and comfort those that stand in need of comfort, and to stand as witnesses of God at all times and in all things, and in all places … , even until death, that ye may be redeemed of God, ",https://www.churchofjesuschrist.org/study/general-conference/2025/04/18eyring?lang=eng," back to Jerusalem to tell the eleven Apostles what had happened. As they were sharing their experience, the Savior appeared again.
He stood in the midst of them and “saith unto them, Peace be unto you.”He then reviewed the prophecies of His mission to atone for the sins of all His Father’s children and to break the bands of death.
“And said unto them, Thus it is written, and thus it behoved Christ to suffer, and to rise from the dead the third day:
“And that repentance and remission of sins should be preached in his name among all nations, beginning at Jerusalem.
“And ye are witnesses of these things.”
Just as His beloved disciples, every child of Heavenly Father who has chosen to enter through the gate of baptism is under covenant to be a witness of the Savior and to care for those in need throughout our mortal lives. This commitment was made plain for us by the great Book of Mormon prophet Alma centuries ago at the Waters of Mormon:
“As ye are desirous to come into the fold of God, and to be called his people, and are willing to bear one another’s burdens, that they may be light;
“Yea, and are willing to mourn with those that mourn; yea, and comfort those that stand in need of comfort, and to stand as witnesses of God at all times and in all things, and in all places … , even until death, that ye may be redeemed of God, "
“Draw Near unto Me”,By President Henry B. Eyring,Second Counselor in the First Presidency,"… that ye may have eternal life.”
As you are faithful to these promises, you will find that the Lord keeps His promise to be one with you in your service, making your burdens light. You will come to know the Savior, and in time you will come to be like Him and “be perfected in him.”By helping others for the Savior, you will find that you are drawing nearer to Him.
Many of you have loved ones who are wandering off the path to eternal life. You wonder what more you can do to bring them back. You can depend on the Lord to draw closer to them as you serve Him in faith.
You may remember the Lord’s promise to Joseph Smith and Sidney Rigdon when they were away from their families on His errands: “My friends Sidney and Joseph, your families are well; they are in mine hands, and I will do with them as seemeth me good; for in me there is all power.”
As you bind up the wounds of those in need, the Lord’s power will sustain you. His arms will be outstretched with yours to succor and bless the children of our Heavenly Father.
Every covenant servant of Jesus Christ will receive His direction from the Spirit as they bless and serve others for Him. Then they will feel the Savior’s love and find joy in being drawn closer to Him.
I am a witness of the Resurrection of the Lord as surely as if I had been there with the two disciples in the house on Emma",https://www.churchofjesuschrist.org/study/general-conference/2025/04/18eyring?lang=eng,"… that ye may have eternal life.”
As you are faithful to these promises, you will find that the Lord keeps His promise to be one with you in your service, making your burdens light. You will come to know the Savior, and in time you will come to be like Him and “be perfected in him.”By helping others for the Savior, you will find that you are drawing nearer to Him.
Many of you have loved ones who are wandering off the path to eternal life. You wonder what more you can do to bring them back. You can depend on the Lord to draw closer to them as you serve Him in faith.
You may remember the Lord’s promise to Joseph Smith and Sidney Rigdon when they were away from their families on His errands: “My friends Sidney and Joseph, your families are well; they are in mine hands, and I will do with them as seemeth me good; for in me there is all power.”
As you bind up the wounds of those in need, the Lord’s power will sustain you. His arms will be outstretched with yours to succor and bless the children of our Heavenly Father.
Every covenant servant of Jesus Christ will receive His direction from the Spirit as they bless and serve others for Him. Then they will feel the Savior’s love and find joy in being drawn closer to Him.
I am a witness of the Resurrection of the Lord as surely as if I had been there with the two disciples in the house on Emma"
“Draw Near unto Me”,By President Henry B. Eyring,Second Counselor in the First Presidency,"us road. I know that He lives.
This is His true Church—the Church of Jesus Christ. We will, on the Day of Judgment, stand before the Savior, face to face. It will be a time of great joy for those, in this life, who have drawn close to Him in His service and can eagerly anticipate to hear His words: “Well done, thou good and faithful servant.”
I testify as a witness of the risen Savior and our Redeemer, in the name of Jesus Christ, amen.",https://www.churchofjesuschrist.org/study/general-conference/2025/04/18eyring?lang=eng,"us road. I know that He lives.
This is His true Church—the Church of Jesus Christ. We will, on the Day of Judgment, stand before the Savior, face to face. It will be a time of great joy for those, in this life, who have drawn close to Him in His service and can eagerly anticipate to hear His words: “Well done, thou good and faithful servant.”
I testify as a witness of the risen Savior and our Redeemer, in the name of Jesus Christ, amen."
“By This All Will Know That You Are My Disciples”,By Elder Dieter F. Uchtdorf,Of the Quorum of the Twelve Apostles,"Many years ago Sister Uchtdorf and I were traveling through southern Germany. It was just before Easter, and we invited a good friend, who was not a member of the Church, to join us in our Sunday worship service. We loved this dear friend, so it was normal and natural to share with her how we felt about the Savior and His Church and to invite her to come and see! She accepted the invitation and joined us at the meetings of a nearby branch.
If you have ever brought a friend to church for the first time, you can probably relate to the way I felt that Sunday morning. I wanted everything to go perfectly. Our friend was a highly educated, spiritual person. I earnestly hoped the meetings of this branch would make a good impression on her and represent the Church well.
The branch met in some rented rooms on the second floor of a grocery store. To get there, we had to take the stairs at the back of the building, passing the strong aromas from goods stored there.
As the sacrament meeting began, I thought about my friend experiencing this for the first time, and I couldn’t help but notice things that made me cringe a little. The singing, for example, didn’t exactly sound like the Tabernacle Choir. Restless, noisy children could be heard during the sacrament. The speakers did their best, but they were not skilled at public speaking. I sat uncomfortably through the meeting, hoping that maybe Sunday School would be",https://www.churchofjesuschrist.org/study/general-conference/2025/04/27uchtdorf?lang=eng,"Many years ago Sister Uchtdorf and I were traveling through southern Germany. It was just before Easter, and we invited a good friend, who was not a member of the Church, to join us in our Sunday worship service. We loved this dear friend, so it was normal and natural to share with her how we felt about the Savior and His Church and to invite her to come and see! She accepted the invitation and joined us at the meetings of a nearby branch.
If you have ever brought a friend to church for the first time, you can probably relate to the way I felt that Sunday morning. I wanted everything to go perfectly. Our friend was a highly educated, spiritual person. I earnestly hoped the meetings of this branch would make a good impression on her and represent the Church well.
The branch met in some rented rooms on the second floor of a grocery store. To get there, we had to take the stairs at the back of the building, passing the strong aromas from goods stored there.
As the sacrament meeting began, I thought about my friend experiencing this for the first time, and I couldn’t help but notice things that made me cringe a little. The singing, for example, didn’t exactly sound like the Tabernacle Choir. Restless, noisy children could be heard during the sacrament. The speakers did their best, but they were not skilled at public speaking. I sat uncomfortably through the meeting, hoping that maybe Sunday School would be"
“By This All Will Know That You Are My Disciples”,By Elder Dieter F. Uchtdorf,Of the Quorum of the Twelve Apostles," better.
It wasn’t.
All morning I worried about what our friend must think of this church we had taken her to.
Afterward, as we drove home, I turned to talk to our friend. I wanted to explain that this was just one small branch and it didn’t really represent the Church as a whole. But before I could say a word, she spoke up.
“That was beautiful,” she said.
I was speechless.
She continued, “I’m so impressed with how people treat each other in your church. They all seem to come from different backgrounds, and yet it’s clear that they genuinely love each other. This is what I imagine Christ wanted His Church to be like.”
Well, I quickly repented of my judgmental attitude. I had wanted picture-perfect meetings to impress my friend. But what the members of this branch had achieved was a heart-perfect spirit of love, kindness, patience, and compassion.
My dear brothers and sisters, my dear friends, I love The Church of Jesus Christ of Latter-day Saints. It is the Savior’s true and living Church, and it teaches the restored fulness of the gospel of Jesus Christ. His priesthood power and authority reside here. Jesus Christ leads this Church personally, through servants He has called and authorized, and by a living prophet, even President Russell M. Nelson. The Savior has given the Latter-day Saints a unique mission to gather God’s children and prepare the world for the Savior’s Second Coming. I",https://www.churchofjesuschrist.org/study/general-conference/2025/04/27uchtdorf?lang=eng," better.
It wasn’t.
All morning I worried about what our friend must think of this church we had taken her to.
Afterward, as we drove home, I turned to talk to our friend. I wanted to explain that this was just one small branch and it didn’t really represent the Church as a whole. But before I could say a word, she spoke up.
“That was beautiful,” she said.
I was speechless.
She continued, “I’m so impressed with how people treat each other in your church. They all seem to come from different backgrounds, and yet it’s clear that they genuinely love each other. This is what I imagine Christ wanted His Church to be like.”
Well, I quickly repented of my judgmental attitude. I had wanted picture-perfect meetings to impress my friend. But what the members of this branch had achieved was a heart-perfect spirit of love, kindness, patience, and compassion.
My dear brothers and sisters, my dear friends, I love The Church of Jesus Christ of Latter-day Saints. It is the Savior’s true and living Church, and it teaches the restored fulness of the gospel of Jesus Christ. His priesthood power and authority reside here. Jesus Christ leads this Church personally, through servants He has called and authorized, and by a living prophet, even President Russell M. Nelson. The Savior has given the Latter-day Saints a unique mission to gather God’s children and prepare the world for the Savior’s Second Coming. I"
“By This All Will Know That You Are My Disciples”,By Elder Dieter F. Uchtdorf,Of the Quorum of the Twelve Apostles," bear my witness that all of this is true.
But it’s important to remember that when most people experience the Church of Jesus Christ for the first time, they aren’t thinking about priesthood authority or ordinances or the gathering of Israel. What they’re likely to notice, above all else, is how they feel when they’re with us and how we treat each other.
“Love one another,” Jesus said. “By this all will know that you are My disciples.”Very often, a person’s firsttestimonyof Jesus Christ comes when he or she feels love amongdisciplesof Jesus Christ.
The Savior declared that He restored His Church so “that faith … might increase in the earth.”Therefore, when people visit our Church meetings, the Savior wants them to leave with stronger faith in Him! The love our friends feel among us will lift them closer to Jesus Christ! That is our simple goal every time we gather.
Anyone who is seeking greater faith in Christ or a closer connection to Heavenly Father should feel right at home in The Church of Jesus Christ of Latter-day Saints. Inviting them to our meetings can be as normal and as natural as inviting them into our homes.
Now, I realize that I’m describing the ideal. And in this mortal life, we rarely get to experience the ideal. And “until the perfect day,”there will always be a gap between the ideal and the real. So, what should we do when the Churchdoesn’tfeel like the perfect day? When, for",https://www.churchofjesuschrist.org/study/general-conference/2025/04/27uchtdorf?lang=eng," bear my witness that all of this is true.
But it’s important to remember that when most people experience the Church of Jesus Christ for the first time, they aren’t thinking about priesthood authority or ordinances or the gathering of Israel. What they’re likely to notice, above all else, is how they feel when they’re with us and how we treat each other.
“Love one another,” Jesus said. “By this all will know that you are My disciples.”Very often, a person’s firsttestimonyof Jesus Christ comes when he or she feels love amongdisciplesof Jesus Christ.
The Savior declared that He restored His Church so “that faith … might increase in the earth.”Therefore, when people visit our Church meetings, the Savior wants them to leave with stronger faith in Him! The love our friends feel among us will lift them closer to Jesus Christ! That is our simple goal every time we gather.
Anyone who is seeking greater faith in Christ or a closer connection to Heavenly Father should feel right at home in The Church of Jesus Christ of Latter-day Saints. Inviting them to our meetings can be as normal and as natural as inviting them into our homes.
Now, I realize that I’m describing the ideal. And in this mortal life, we rarely get to experience the ideal. And “until the perfect day,”there will always be a gap between the ideal and the real. So, what should we do when the Churchdoesn’tfeel like the perfect day? When, for"
“By This All Will Know That You Are My Disciples”,By Elder Dieter F. Uchtdorf,Of the Quorum of the Twelve Apostles," whatever reason, our warddoesn’tyet nurture perfect faith or love? Or when it feels that we don’t fit in?
One thing we shouldnotdo is give up on the ideal!
Thetitle page of the Book of Mormonincludes this important caution: “If there are faults,” it says, “they are the mistakes of men; wherefore, condemn not the things of God.”
Can a book—or a church or a person—have “faults” and “mistakes” and still be the work of God?
My answer is a resoundingyes!
So, while we hold ourselves to the Lord’s high standards, let’s also be patient with one another. We are each a work in progress, and we all rely on the Savior for any progress we make. That’s true for us as individuals, and it’s true for the kingdom of God on earth.
The Lord invites us not just tojoinHis kingdom but also to be anxiously engaged inbuildingit. God envisions a people who are “of one heart and one mind.”And to be ofoneheart, we must seekpurehearts,and that requires amighty change of heart.
But that doesn’t mean changing my heart to align with yours. Nor does it mean changing your heart to align with mine. It means that we all change our hearts to align with the Savior.
If we are not there yet, remember: with the Lord’s help, nothing is impossible.
And if you ever feel",https://www.churchofjesuschrist.org/study/general-conference/2025/04/27uchtdorf?lang=eng," whatever reason, our warddoesn’tyet nurture perfect faith or love? Or when it feels that we don’t fit in?
One thing we shouldnotdo is give up on the ideal!
Thetitle page of the Book of Mormonincludes this important caution: “If there are faults,” it says, “they are the mistakes of men; wherefore, condemn not the things of God.”
Can a book—or a church or a person—have “faults” and “mistakes” and still be the work of God?
My answer is a resoundingyes!
So, while we hold ourselves to the Lord’s high standards, let’s also be patient with one another. We are each a work in progress, and we all rely on the Savior for any progress we make. That’s true for us as individuals, and it’s true for the kingdom of God on earth.
The Lord invites us not just tojoinHis kingdom but also to be anxiously engaged inbuildingit. God envisions a people who are “of one heart and one mind.”And to be ofoneheart, we must seekpurehearts,and that requires amighty change of heart.
But that doesn’t mean changing my heart to align with yours. Nor does it mean changing your heart to align with mine. It means that we all change our hearts to align with the Savior.
If we are not there yet, remember: with the Lord’s help, nothing is impossible.
And if you ever feel"
“By This All Will Know That You Are My Disciples”,By Elder Dieter F. Uchtdorf,Of the Quorum of the Twelve Apostles," like you don’t quite fit in, please know that you are not alone. Haven’t we all been in life situations when we felt like the stranger in the room? I have experienced this more than once. When I was 11 years old, my family was forced to leave our home and move to an unfamiliar region. Everything was different from what I was used to. And my accent made it clear to the other children thatIwas different from whattheywere used to. At a time when I desperately needed friendship and belonging, I felt lonely and displaced.
Here on earth, most of the differences we notice—the differences some of us use to categorize each other—have to do with earthly things: physical appearance, nationality, language, clothing, customs, and so on. But “God does not view things the way people do. People look on the outward appearance, but the Lord looks at the heart.”
From His perspective, there is one category that comes before all others: child of God.And we all fit perfectly in this one.
It’s natural to want to be around people who look, talk, act, and think like we do. There is a place for that.
But in the Savior’s Church, we gather all of God’s children who are willing to be gathered and who seek the truth. It is not our physical appearance, our political views, our culture, or our ethnicity that brings us together. It is not our common background that unites us. It is",https://www.churchofjesuschrist.org/study/general-conference/2025/04/27uchtdorf?lang=eng," like you don’t quite fit in, please know that you are not alone. Haven’t we all been in life situations when we felt like the stranger in the room? I have experienced this more than once. When I was 11 years old, my family was forced to leave our home and move to an unfamiliar region. Everything was different from what I was used to. And my accent made it clear to the other children thatIwas different from whattheywere used to. At a time when I desperately needed friendship and belonging, I felt lonely and displaced.
Here on earth, most of the differences we notice—the differences some of us use to categorize each other—have to do with earthly things: physical appearance, nationality, language, clothing, customs, and so on. But “God does not view things the way people do. People look on the outward appearance, but the Lord looks at the heart.”
From His perspective, there is one category that comes before all others: child of God.And we all fit perfectly in this one.
It’s natural to want to be around people who look, talk, act, and think like we do. There is a place for that.
But in the Savior’s Church, we gather all of God’s children who are willing to be gathered and who seek the truth. It is not our physical appearance, our political views, our culture, or our ethnicity that brings us together. It is not our common background that unites us. It is"
“By This All Will Know That You Are My Disciples”,By Elder Dieter F. Uchtdorf,Of the Quorum of the Twelve Apostles," our common objective, our love for God and love for our neighbor, our commitment to Jesus Christ and His restored gospel. We are “one in Christ.”
The unity we seek is not to have everyone stand in the same place; it is to have everyone face in the same direction—toward Jesus Christ.We are one not because of where we’ve been but where we are striving to go, not because of who we are but who we seek to become.
That is what Christ’s true Church is all about.
If you love God, if you want to know Him better by following His Son, then you belong here. If you’re earnestly seeking to keep the Savior’s commandments—even though you’re not perfect at it yet—then you are a perfect fit for The Church of Jesus Christ of Latter-day Saints.
And what if you’re different from people around you? That doesn’t make you a misfit—it makes you a needed part of the body of Christ. All are needed in the body of Christ.The ears perceive things that the eyes never could. The feet do things that the hands would be ineffective at.
That doesn’t mean your job is to change everyone to be like yourself. But it does mean that you have something important to contribute—and that you have something important to learn!
In every session of general conference, we’re blessed with inspiring music from talented choirs. As you listen, you might notice that the singers don’t all sing the same notes. Sometimes one section",https://www.churchofjesuschrist.org/study/general-conference/2025/04/27uchtdorf?lang=eng," our common objective, our love for God and love for our neighbor, our commitment to Jesus Christ and His restored gospel. We are “one in Christ.”
The unity we seek is not to have everyone stand in the same place; it is to have everyone face in the same direction—toward Jesus Christ.We are one not because of where we’ve been but where we are striving to go, not because of who we are but who we seek to become.
That is what Christ’s true Church is all about.
If you love God, if you want to know Him better by following His Son, then you belong here. If you’re earnestly seeking to keep the Savior’s commandments—even though you’re not perfect at it yet—then you are a perfect fit for The Church of Jesus Christ of Latter-day Saints.
And what if you’re different from people around you? That doesn’t make you a misfit—it makes you a needed part of the body of Christ. All are needed in the body of Christ.The ears perceive things that the eyes never could. The feet do things that the hands would be ineffective at.
That doesn’t mean your job is to change everyone to be like yourself. But it does mean that you have something important to contribute—and that you have something important to learn!
In every session of general conference, we’re blessed with inspiring music from talented choirs. As you listen, you might notice that the singers don’t all sing the same notes. Sometimes one section"
“By This All Will Know That You Are My Disciples”,By Elder Dieter F. Uchtdorf,Of the Quorum of the Twelve Apostles," carries the melody, sometimes another. But they all contribute to the beautiful sound, and they’re completely unified. Each choir member has the same central goal: to praise God and lift our hearts to Him. Each must have his or her mind and heart fixed on the same divine purpose. And when that happens, they truly become one voice.
If you are not yet a member of The Church of Jesus Christ of Latter-day Saints, we invite you to join us as we rejoice in the Savior’s “song of redeeming love.”We need you. We love you. The Church will be better with your efforts to serve the Lord and His children.
If you have already shown, through baptism, through making covenants with God, your desire to “come into the fold of God, and to be called his people,”thank you for being part of this great and divine work and for helping to make the Church of Jesus Christ what the Savior wants it to be.
As I learned from my friend in Germany, our love for God and His children is a powerful testimony to the world that this is truly the Savior’s Church.
May God bless us to patiently but diligently seek to live up to the ideals our Savior, Redeemer, and Master has set for us—so all will know that we are His disciples. In the sacred name of Jesus Christ, amen.",https://www.churchofjesuschrist.org/study/general-conference/2025/04/27uchtdorf?lang=eng," carries the melody, sometimes another. But they all contribute to the beautiful sound, and they’re completely unified. Each choir member has the same central goal: to praise God and lift our hearts to Him. Each must have his or her mind and heart fixed on the same divine purpose. And when that happens, they truly become one voice.
If you are not yet a member of The Church of Jesus Christ of Latter-day Saints, we invite you to join us as we rejoice in the Savior’s “song of redeeming love.”We need you. We love you. The Church will be better with your efforts to serve the Lord and His children.
If you have already shown, through baptism, through making covenants with God, your desire to “come into the fold of God, and to be called his people,”thank you for being part of this great and divine work and for helping to make the Church of Jesus Christ what the Savior wants it to be.
As I learned from my friend in Germany, our love for God and His children is a powerful testimony to the world that this is truly the Savior’s Church.
May God bless us to patiently but diligently seek to live up to the ideals our Savior, Redeemer, and Master has set for us—so all will know that we are His disciples. In the sacred name of Jesus Christ, amen."
